ind_unique,hhid,indid,s1q2,s1q5,s2q7a,s2q8,s2q18,s2q11,s2q12,s2q13,s4q1,s4q2,s4q3,s4q4,s4q5,s4q6,s4q7,s4q8,s4q9,s5q1,s5q2,s5q3,s5q4,s5q5,s5q6,s5q7,s5q8,s5q9,s5q10,s5q11,s5q12,s5q13_1,s5q13_2,s5q13_3,s5q14,s5q14_b,s5q15,s5q16,s5q17,s5q18,s5q19,s5q20,s5q21,s5q22,s5q23,s5q24,s5q25,s9q2,s9q2_a,s9q3,s9q3_a,s9q4,s9q5,s9q6,s9q7,hhsize,famnum,famsize,speak_arabic,speak_english,speak_swahili,speak_other,read_arabic,read_english,read_swahili,read_other,write_arabic,write_english,write_swahili,write_other,weight
"005005","0050","05","Village 1","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"005006","0050","06","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"005007","0050","07","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes","yes",,"yes",,,,,,,,,5.5571685
"005008","0050","08","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"005009","0050","09","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Yes – a lot of difficulty","Yes – some difficulty","Yes – some difficulty","Yes – some difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"005010","0050","10","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"005011","0050","11","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,,,,,,,,,,,,,5.5571685
"005101","0051","01","Village 1","Yes","Yes","Yes","Yes","Female","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","Yes","No",,,,,,,,,,,,,,,,,,,,,1,"International NGOs","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"005102","0051","02","Village 1","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005103","0051","03","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005104","0051","04","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,"yes","yes","yes",,,,,,,,,,5.5571685
"005105","0051","05","Village 1","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","Yes – some difficulty",9,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"005106","0051","06","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"005107","0051","07","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,7,,,,,,,,,,,,,5.5571685
"005108","0051","08","Village 1","Yes","Yes","No","No","Male","40 to 44","South Sudan","Yes","Yes","Other",,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"International NGOs","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,2,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005109","0051","09","Village 1","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"Yes – a lot of difficulty","No – no difficulty","Yes – some difficulty","No – no difficulty",9,2,2,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005701","0057","01","Village 1","Yes","No","Yes","No","Male","20 to 24","South Sudan","Yes","Yes","Secondary",,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005702","0057","02","Village 1","Yes","Yes","No","Yes","Female","20 to 24","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","Yes",,,,"Housewife / family responsibilities",,"More than 1 week but less than 2 weeks","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes","yes","yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"005703","0057","03","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"005704","0057","04","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"007201","0072","01","Village 1","Yes","No","Yes","No","Female",,"DR Congo","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes – a lot of difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,"yes","yes",,,,,,,,,5.5571685
"007202","0072","02","Village 1","Yes","No","No","No","Male","30 to 44","DR Congo","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"007203","0072","03","Village 1","Yes","Yes","No","Yes","Female","30 to 44","DR Congo","No",,,,"Yes","No","No","No","No","No","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,"yes","yes",,,,,,,,,5.5571685
"007204","0072","04","Village 1","Yes","No","No","No","Female","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,"yes","yes",,,,,,,,,5.5571685
"007205","0072","05","Village 1","Yes","No","No","No","Male","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,"yes","yes",,,,,,,,,5.5571685
"007206","0072","06","Village 1","Yes","No","No","No","Male","00 to 04","DR Congo","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,"yes","yes",,,,,,,,,5.5571685
"007207","0072","07","Village 1","Yes","No","No","No","Male","00 to 04","DR Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",8,1,8,,,,,,,,,,,,,5.5571685
"007208","0072","08","Village 1","Yes","No","No","No","Male","00 to 04","DR Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,,,,,,,,,,,,,5.5571685
"009201","0092","01","Village 1","Yes","No","No","No","Male","45 to 49","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,6,"yes","yes",,"yes","yes","yes",,"yes","yes","yes",,"yes",5.5571685
"009202","0092","02","Village 1","Yes","No","Yes","No","Male","35 to 39","South Sudan","No",,,,"Yes","No","No","No","No","Yes","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,3,"United Nations Agency","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,6,,,,"yes",,,,,,,,,5.5571685
"009203","0092","03","Village 1","Yes","Yes","No","Yes","Female","35 to 39","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,6,,,,"yes",,,,,,,,,5.5571685
"009204","0092","04","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,6,"yes",,"yes","yes",,,,,,,,,5.5571685
"009205","0092","05","Village 1","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,6,,,,"yes",,,,,,,,,5.5571685
"009206","0092","06","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","Yes – some difficulty","Yes – some difficulty",9,1,6,,,,,,,,,,,,,5.5571685
"009207","0092","07","Village 1","Yes","Yes","No","No","Male","05 to 09","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,3,,,,"yes",,,,,,,,,5.5571685
"009208","0092","08","Village 1","Yes","No","No","No","Male","05 to 09","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,3,,,,"yes",,,,,,,,,5.5571685
"009209","0092","09","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,3,,,,"yes",,,,,,,,,5.5571685
"009501","0095","01","Village 1","Yes","No","No","No","Male","25 to 29","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,,"Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"009502","0095","02","Village 1","Yes","Yes","Yes","Yes","Female","20 to 24","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,,"No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"009503","0095","03","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"009504","0095","04","Village 1","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"009505","0095","05","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,,,,,,,,,,5.5571685
"009506","0095","06","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,,,,,,,,,,,,,5.5571685
"010101","0101","01","Village 1","Yes","Yes","Yes","Yes","Male","20 to 24","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"International NGOs","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"010102","0101","02","Village 1","Yes","No","No","No","Female","15 to 19","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes",,,"yes",,,,,,,,,5.5571685
"010103","0101","03","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes",,"yes","yes",,,,,,,,,5.5571685
"010104","0101","04","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"010105","0101","05","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes","yes","yes","yes",,,,,,,,,5.5571685
"010106","0101","06","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","No",,"Primary","Yes","No","No","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes",,"yes","yes",,,,,,,,,5.5571685
"010107","0101","07","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,1,8,"yes",,"yes","yes",,,,,,,,,5.5571685
"010108","0101","08","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,8,,,,,,,,,,,,,5.5571685
"010109","0101","09","Village 1","Yes","Yes","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",10,2,2,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
