hhid,hhsize,familysize1,familysize2,familysize3,familysize4,familysize5,s1q2,s1q5,s6q1,s6q2,s6q3,s6q4,s6q5,s6q6,s6q7,s6q8,s6q9,s6q11,s6q13,s6q14,s7q1,s7q2,s7q3,s7q4,s7q5,s7q6,s7q7,s7q8,s7q9,s7q10,s7q11,s7q12,s7q13,s7q14,s7q15,s7q16,s7q17,s7q18,s7q19,s7q20,s8q1,s8q2,s8q3,s8q4,s8q4_1,s8q4_2,s8q4_3,s8q5,s8q6,s9q1,s10q1,s10q2,s10q3,s10q4,s10q5,s10q6,s10q7,s10q8,s10q9,s11q1,s11q1_a,s11q2,s11q2_a,s11q3,s11q3_a,s11q4,s11q4_a,s11q5,s11q5_a,s11q6,s11q6_a,s11q7,s11q7_a,s11q8,s11q8_a,s11q9,s11q9_a,s11q10,s11q10_a,crowdindex_room,improved_water,improved_sanitation,LCS_index,asset_idx,hh_fcon,hh_nfcon,hh_con,hh_con2011,hh_con2011_pd,pline_ipl,poorIPL,pgi,spg,weight,popweight
"0138",6,6,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine without slab / Open pit","No","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-1.2295018,7196.7021,968.53796,8165.2402,144.49141,4.7504025,1.9,"Non-poor",0,0,5.5571685,33.34301
"0145",4,2,2,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"None","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",2.1947234,7694.0176,2853.5208,10547.538,186.64836,6.1363845,1.9,"Non-poor",0,0,5.5571685,22.228674
"0154",7,6,1,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.32528171,3814.0396,783.43915,4597.4785,81.356598,2.6747375,1.9,"Non-poor",0,0,5.5571685,38.900181
"0155",9,9,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.87213391,1787.3015,116.43091,1903.7324,33.68829,1.1075603,1.9,"Poor",.41850135,.17514338,5.5571685,50.014515
"0166",4,4,0,0,0,0,"Village 1","Yes",1,1,"Carpet","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",4.9872212,4784.9263,1419.7561,6204.6821,109.79754,3.6097822,1.9,"Non-poor",0,0,5.5571685,22.228674
"0167",6,6,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to somewhere else","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Strongly agree","Agree","Neither agree nor disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-.87213391,3938.4785,1035.7723,4974.251,88.023933,2.8939373,1.9,"Non-poor",0,0,5.5571685,33.34301
"0168",5,4,1,0,0,0,"Village 1","Yes",2,2,"Cement","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Neither agree nor disagree","Disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",3.6182516,2286.0098,3530.1987,5816.2085,102.92314,3.3837745,1.9,"Non-poor",0,0,5.5571685,27.785843
"0169",7,7,0,0,0,0,"Village 1","Yes",2,1,"Cement","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Strongly disagree","Agree","Strongly disagree","Agree","Disagree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.2698749,1661.3488,590.04388,2251.3926,39.840458,1.3098233,1.9,"Poor",.34025595,.11577411,5.5571685,38.900181
"0172",3,3,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Agree","Agree",,,"Yes","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","Yes",,"No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",.46917847,2742.0015,346.01584,3088.0173,54.645298,1.7965578,1.9,"Poor",.11774689,.01386433,5.5571685,16.671505
"0174",5,5,0,0,0,0,"Village 1","Yes",1,2,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","Pit latrine with slab","No","Solar Energy","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Yes","Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",2.0110183,2294.3926,463.69391,2758.0864,48.806866,1.6046094,1.9,"Poor",.17289516,.02989274,5.5571685,27.785843
"0177",6,6,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Emergency",-1.2295018,8607.1748,1795.7694,10402.944,184.08963,6.0522618,1.9,"Non-poor",0,0,5.5571685,33.34301
"0179",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","No","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-1.2295018,5332.9443,520.50629,5853.4507,103.58218,3.4054415,1.9,"Non-poor",0,0,5.5571685,27.785843
"0180",2,2,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Disagree","Disagree","Agree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Yes","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.04946432,10598.692,940.10236,11538.795,204.18954,6.7130809,1.9,"Non-poor",0,0,5.5571685,11.114337
"0181",10,10,0,0,0,0,"Village 1","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to somewhere else","No","Solar Energy","No",0,"No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",5.4822874,2339.9888,1168.1083,3508.0969,62.078991,2.0409532,1.9,"Non-poor",.02030794,.00041241,5.5571685,55.571686
"0184",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-1.2295018,934.68201,54.61269,989.29468,17.506477,.57555538,1.9,"Poor",.69707608,.48591506,5.5571685,27.785843
